Дата начисления,Тип начисления,Номер отправления или идентификатор услуги,Дата принятия заказа в обработку или оказания услуги,Склад отгрузки,Список SKU,Список артикулов,Список товаров или название услуги,За продажу или возврат до вычета комиссий и услуг,Комиссия за продажу,Сборка заказа,Обработка отправления (Drop-off/Pick-up),Магистраль,Последняя миля,Обратная магистраль,Обработка возврата,Обработка отмененного или невостребованного товара,Обработка невыкупленного товара,Логистика (до 15.04 – плата за доставку КГТ),Обратная логистика (до 15.04 – плата за возврат КГТ),Итого
08.05.2023,Оплата эквайринга,09064229-0067,08.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.31
08.05.2023,Доставка покупателю,17506263-0249-2,06.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-103.50,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,508.55
08.05.2023,Доставка покупателю,0120316881-0076-1,03.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
08.05.2023,Доставка покупателю,04417170-0126-6,07.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
08.05.2023,Оплата эквайринга,68760180-0065,08.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.23
08.05.2023,Оплата эквайринга,0109642370-0012,08.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.34
08.05.2023,Услуга размещения товаров на складе,,08.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08.05.2023,Услуги продвижения товаров,,08.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 08.05.2023 - 08.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.02
08.05.2023,Услуги продвижения товаров,,08.05.2023,,,,"Заказ №1864474. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 08.05.2023 - 08.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.00
08.05.2023,Услуги продвижения товаров,,08.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 08.05.2023 - 08.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-493.17
08.05.2023,Услуги продвижения товаров,,08.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 08.05.2023 - 08.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.01
09.05.2023,Доставка покупателю,0123432940-0029-1,03.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
09.05.2023,Оплата эквайринга,30930707-0096,09.05.2023,,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.98
09.05.2023,Оплата эквайринга,85977791-0035,09.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.90
09.05.2023,Доставка покупателю,09064229-0067-1,08.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
09.05.2023,Доставка покупателю,32098313-0212-1,02.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-103.50,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,508.55
09.05.2023,Услуга размещения товаров на складе,,09.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09.05.2023,Услуги продвижения товаров,,09.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 09.05.2023 - 09.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.35
09.05.2023,Услуги продвижения товаров,,09.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 09.05.2023 - 09.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-543.50
09.05.2023,Услуги продвижения товаров,,09.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 09.05.2023 - 09.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.02
10.05.2023,Доставка покупателю,81450182-0003-3,03.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-103.50,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,508.55
10.05.2023,Оплата эквайринга,0120316881-0079,10.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.16
10.05.2023,Доставка покупателю,50618924-0077-1,06.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
10.05.2023,Доставка покупателю,80921611-0025-1,06.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
10.05.2023,Доставка покупателю,61027129-0067-5,04.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
10.05.2023,Оплата эквайринга,0116452220-0033,10.05.2023,,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.79
10.05.2023,Доставка покупателю,85977791-0035-3,09.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
10.05.2023,Услуга размещения товаров на складе,,10.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.05.2023,Услуги продвижения товаров,,10.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 10.05.2023 - 10.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.68
10.05.2023,Услуги продвижения товаров,,10.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 10.05.2023 - 10.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.02
10.05.2023,Услуги продвижения товаров,,10.05.2023,,,,"Заказ №1864424. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 10.05.2023 - 10.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-220.54
10.05.2023,Услуги продвижения товаров,,10.05.2023,,,,"Заказ №1864474. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 10.05.2023 - 10.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00
10.05.2023,Услуги продвижения товаров,,10.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 10.05.2023 - 10.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-436.53
11.05.2023,Оплата эквайринга,0120950287-0021,11.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.31
11.05.2023,Доставка покупателю,0109642370-0012-2,08.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
11.05.2023,Оплата эквайринга,99580029-0120,11.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.24
11.05.2023,Услуга размещения товаров на складе,,11.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.05.2023,Услуги продвижения товаров,,11.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 11.05.2023 - 11.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-441.56
11.05.2023,Услуги продвижения товаров,,11.05.2023,,,,"Заказ №1864474. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 11.05.2023 - 11.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00
11.05.2023,Услуги продвижения товаров,,11.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 11.05.2023 - 11.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.02
11.05.2023,Услуги продвижения товаров,,11.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 11.05.2023 - 11.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.02
12.05.2023,Оплата эквайринга,80468835-0013,11.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.50
12.05.2023,Доставка покупателю,0132936031-0003-1,06.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-103.50,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,508.55
12.05.2023,Оплата эквайринга,40344045-0034,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.90
12.05.2023,Оплата эквайринга,82960798-0009,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.23
12.05.2023,Оплата эквайринга,61863776-0035,26.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.81
12.05.2023,Оплата эквайринга,42304040-0005,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00
12.05.2023,Оплата эквайринга,69278163-0107,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.90
12.05.2023,Доставка покупателю,0120316881-0079-2,10.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
12.05.2023,Оплата эквайринга,39560127-0078,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.53
12.05.2023,Оплата эквайринга,61235254-2150,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.63
12.05.2023,Оплата эквайринга,62804204-0059,12.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.20
12.05.2023,Услуга размещения товаров на складе,,12.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.05.2023,Услуги продвижения товаров,,12.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 12.05.2023 - 12.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82.69
12.05.2023,Услуги продвижения товаров,,12.05.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 12.05.2023 - 12.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-219.40
12.05.2023,Услуги продвижения товаров,,12.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 12.05.2023 - 12.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.69
12.05.2023,Услуги продвижения товаров,,12.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 12.05.2023 - 12.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.03
13.05.2023,Доставка покупателю,79674744-0221-1,04.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
13.05.2023,Доставка покупателю,99580029-0120-1,11.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
13.05.2023,Доставка покупателю,39560127-0078-3,12.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
13.05.2023,Услуга размещения товаров на складе,,13.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.05.2023,Услуги продвижения товаров,,13.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 13.05.2023 - 13.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-90.69
13.05.2023,Услуги продвижения товаров,,13.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 13.05.2023 - 13.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-107.53
13.05.2023,Услуги продвижения товаров,,13.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 13.05.2023 - 13.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.02
14.05.2023,Оплата эквайринга,90896583-0007,13.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.29
14.05.2023,Оплата эквайринга,40745659-0421,14.05.2023,,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.91
14.05.2023,Доставка покупателю,80468835-0013-2,11.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",690.00,-103.50,0.00,0.00,0.00,-37.95,0.00,0.00,0.00,0.00,-40.00,0.00,508.55
14.05.2023,Оплата эквайринга,0120269773-0045,14.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.20
14.05.2023,Доставка покупателю,0120950287-0021-1,11.05.2023,FBO,924089759,СЖ05042023,Серьги жемчуг с цирконами бижутерия золотые женские парные сережки бижутерные  украшения,300.00,-45.00,0.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,-40.00,0.00,195.00
14.05.2023,Доставка покупателю,68760180-0065-3,08.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
14.05.2023,Доставка покупателю,40344045-0034-2,12.05.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-97.35,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,475.95
14.05.2023,Оплата эквайринга,0128090896-0194,14.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.20
14.05.2023,Оплата эквайринга,0107140732-0033,14.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.38
14.05.2023,Оплата эквайринга,55980713-0011,14.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.73
14.05.2023,Услуга размещения товаров на складе,,14.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.05.2023,Услуги продвижения товаров,,14.05.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 14.05.2023 - 14.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-404.34
14.05.2023,Услуги продвижения товаров,,14.05.2023,,,,"Заказ №3284445. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 14.05.2023 - 14.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.65
14.05.2023,Услуги продвижения товаров,,14.05.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 14.05.2023 - 14.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-334.78
14.05.2023,Услуги продвижения товаров,,14.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 14.05.2023 - 14.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-149.03
15.05.2023,Оплата эквайринга,58637262-0026,15.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.02
15.05.2023,Оплата эквайринга,48719960-0318,15.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.01
15.05.2023,Оплата эквайринга,91037521-0016,15.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.29
15.05.2023,Оплата эквайринга,96961652-0056,15.05.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.15
15.05.2023,Доставка покупателю,0116452220-0033-3,10.05.2023,FBO,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,507.00,-76.05,0.00,0.00,0.00,-27.89,0.00,0.00,0.00,0.00,-40.00,0.00,363.06
15.05.2023,Доставка покупателю,30930707-0096-1,09.05.2023,FBO,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,507.00,-76.05,0.00,0.00,0.00,-27.89,0.00,0.00,0.00,0.00,-40.00,0.00,363.06
15.05.2023,Услуга размещения товаров на складе,,15.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.05.2023,Услуги продвижения товаров,,15.05.2023,,,,"Заказ №3284487. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 15.05.2023 - 15.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.67
15.05.2023,Услуги продвижения товаров,,15.05.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 15.05.2023 - 15.05.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-113.85
16.05.2023,Доставка товаров на склад Ozon (кросс-докинг),,16.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-500.00
16.05.2023,Доставка товаров на склад Ozon (кросс-докинг),,16.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-400.00
16.05.2023,Доставка товаров на склад Ozon (кросс-докинг),,16.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-300.00
16.05.2023,Доставка товаров на склад Ozon (кросс-докинг),,16.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-500.00
16.05.2023,Доставка товаров на склад Ozon (кросс-докинг),,16.05.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-400.00
