Дата начисления,Тип начисления,Номер отправления или идентификатор услуги,Дата принятия заказа в обработку или оказания услуги,Склад отгрузки,Список SKU,Список артикулов,Список товаров или название услуги,За продажу или возврат до вычета комиссий и услуг,Комиссия за продажу,Сборка заказа,Обработка отправления (Drop-off/Pick-up),Магистраль,Последняя миля,Обратная магистраль,Обработка возврата,Обработка отмененного или невостребованного товара,Обработка невыкупленного товара,Логистика (до 15.04 – плата за доставку КГТ),Обратная логистика (до 15.04 – плата за возврат КГТ),Итого
01.04.2023,Доставка покупателю,0126264671-0004-1,26.03.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",890.00,-106.80,0.00,0.00,0.00,-48.95,0.00,0.00,0.00,0.00,-44.50,0.00,689.75
01.04.2023,Доставка покупателю,67961079-0067-3,20.03.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-77.88,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,495.42
01.04.2023,Доставка покупателю,68496451-0073-3,07.03.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",578.00,-69.36,0.00,0.00,0.00,-31.79,0.00,0.00,0.00,0.00,-40.00,0.00,436.85
01.04.2023,Услуга размещения товаров на складе,,01.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
02.04.2023,Доставка покупателю,0114851703-0007-5,19.03.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",611.00,-73.32,0.00,0.00,0.00,-33.61,0.00,0.00,0.00,0.00,-40.00,0.00,464.07
02.04.2023,Услуга размещения товаров на складе,,02.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
03.04.2023,Услуга размещения товаров на складе,,03.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
04.04.2023,Услуга размещения товаров на складе,,04.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
05.04.2023,Доставка покупателю,0105110419-0002-1,20.03.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",649.00,-77.88,0.00,0.00,0.00,-35.70,0.00,0.00,0.00,0.00,-40.00,0.00,495.42
05.04.2023,Услуга размещения товаров на складе,,05.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
06.04.2023,Услуга размещения товаров на складе,,06.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
08.04.2023,Услуга размещения товаров на складе,,08.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
09.04.2023,Услуга размещения товаров на складе,,09.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
10.04.2023,Услуга размещения товаров на складе,,10.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
11.04.2023,Оплата эквайринга,47311984-0058,11.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.95
11.04.2023,Услуга размещения товаров на складе,,11.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.04.2023,Услуги продвижения товаров,,11.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 11.04.2023 - 11.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-167.40
12.04.2023,Услуга размещения товаров на складе,,12.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.04.2023,Доставка покупателю,47311984-0058-1,11.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",837.00,-100.44,0.00,0.00,0.00,-46.04,0.00,0.00,0.00,0.00,-41.85,0.00,648.67
13.04.2023,Услуга продвижения Бонусы продавца,47311984-0058-1,11.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.90
13.04.2023,Услуга размещения товаров на складе,,13.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.04.2023,Оплата эквайринга,06295172-0068,14.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.21
14.04.2023,Услуга размещения товаров на складе,,14.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.04.2023,Оплата эквайринга,59843034-0123,15.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.16
15.04.2023,Оплата эквайринга,94434627-0011,15.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.79
15.04.2023,Услуга размещения товаров на складе,,15.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.04.2023,Услуги продвижения товаров,,15.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 15.04.2023 - 15.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-167.40
16.04.2023,Доставка покупателю,59843034-0123-1,15.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",890.00,-106.80,0.00,0.00,0.00,-48.95,0.00,0.00,0.00,0.00,-44.50,0.00,689.75
16.04.2023,Услуга продвижения Бонусы продавца,59843034-0123-1,15.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00
16.04.2023,Услуга размещения товаров на складе,,16.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.04.2023,Оплата эквайринга,82752689-0089,17.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.16
17.04.2023,Оплата эквайринга,40632682-0108,17.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.73
17.04.2023,Услуга размещения товаров на складе,,17.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.04.2023,Услуги продвижения товаров,,17.04.2023,,,,"Заказ №2510981. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 17.04.2023 - 17.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-550.00
17.04.2023,Услуги продвижения товаров,,17.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 17.04.2023 - 17.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-149.52
18.04.2023,Услуга размещения товаров на складе,,18.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.04.2023,Услуги продвижения товаров,,18.04.2023,,,,"Заказ №2510981. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 18.04.2023 - 18.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.57
19.04.2023,Услуга размещения товаров на складе,,19.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.04.2023,Оплата эквайринга,75401353-0003,20.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.74
20.04.2023,Доставка покупателю,82752689-0089-1,17.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",890.00,-106.80,0.00,0.00,0.00,-48.95,0.00,0.00,0.00,0.00,-44.50,0.00,689.75
20.04.2023,Услуга продвижения Бонусы продавца,82752689-0089-1,17.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00
20.04.2023,Услуга размещения товаров на складе,,20.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.04.2023,Услуги продвижения товаров,,20.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 20.04.2023 - 20.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-255.00
21.04.2023,Оплата эквайринга,56845378-0583,21.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.74
21.04.2023,Оплата эквайринга,0104946724-0008,21.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.52
21.04.2023,Оплата эквайринга,0125086096-0004,21.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.43
21.04.2023,Услуга размещения товаров на складе,,21.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.04.2023,Услуги продвижения товаров,,21.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 21.04.2023 - 21.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-618.80
22.04.2023,Оплата эквайринга,82477461-0051,22.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.74
22.04.2023,Услуга размещения товаров на складе,,22.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.04.2023,Услуги продвижения товаров,,22.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 22.04.2023 - 22.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-276.25
23.04.2023,Доставка покупателю,94434627-0011-1,15.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",837.00,-100.44,0.00,0.00,0.00,-46.04,0.00,0.00,0.00,0.00,-41.85,0.00,648.67
23.04.2023,Услуга продвижения Бонусы продавца,94434627-0011-1,15.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.80
23.04.2023,Доставка покупателю,75401353-0003-1,20.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",850.00,-102.00,0.00,0.00,0.00,-46.75,0.00,0.00,0.00,0.00,-42.50,0.00,658.75
23.04.2023,Доставка покупателю,56845378-0583-1,21.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",850.00,-102.00,0.00,0.00,0.00,-46.75,0.00,0.00,0.00,0.00,-42.50,0.00,658.75
23.04.2023,Услуга размещения товаров на складе,,23.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.04.2023,Оплата эквайринга,53020277-0105,24.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.15
24.04.2023,Доставка покупателю,0104946724-0008-1,21.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",850.00,-102.00,0.00,0.00,0.00,-46.75,0.00,0.00,0.00,0.00,-42.50,0.00,658.75
24.04.2023,Доставка покупателю,40632682-0108-1,17.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",890.00,-106.80,0.00,0.00,0.00,-48.95,0.00,0.00,0.00,0.00,-44.50,0.00,689.75
24.04.2023,Услуга продвижения Бонусы продавца,40632682-0108-1,17.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00
24.04.2023,Оплата эквайринга,59290138-0079,24.04.2023,,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.34
24.04.2023,Услуга размещения товаров на складе,,24.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.04.2023,Услуги продвижения товаров,,24.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 24.04.2023 - 24.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-257.40
24.04.2023,Услуги продвижения товаров,,24.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 24.04.2023 - 24.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-466.57
25.04.2023,Оплата эквайринга,83934691-0011,25.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.29
25.04.2023,Доставка покупателю,0125086096-0004-2,21.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",850.00,-102.00,0.00,0.00,0.00,-46.75,0.00,0.00,0.00,0.00,-42.50,0.00,658.75
25.04.2023,Услуга размещения товаров на складе,,25.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.04.2023,Услуги продвижения товаров,,25.04.2023,,,,"Заказ №3175878. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 25.04.2023 - 25.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-135.91
25.04.2023,Услуги продвижения товаров,,25.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 25.04.2023 - 25.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-165.88
25.04.2023,Услуги продвижения товаров,,25.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 25.04.2023 - 25.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-234.00
26.04.2023,Оплата эквайринга,42416542-0057,26.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.81
26.04.2023,Доставка покупателю,82477461-0051-2,22.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",850.00,-102.00,0.00,0.00,0.00,-46.75,0.00,0.00,0.00,0.00,-42.50,0.00,658.75
26.04.2023,Доставка покупателю,59290138-0079-9,24.04.2023,FBO,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,390.00,-46.80,0.00,0.00,0.00,-21.45,0.00,0.00,0.00,0.00,-40.00,0.00,281.75
26.04.2023,Доставка покупателю,53020277-0105-1,24.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",792.00,-95.04,0.00,0.00,0.00,-43.56,0.00,0.00,0.00,0.00,-40.00,0.00,613.40
26.04.2023,Услуга размещения товаров на складе,,26.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.04.2023,Услуги продвижения товаров,,26.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 26.04.2023 - 26.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-220.02
26.04.2023,Услуги продвижения товаров,,26.04.2023,,,,"Заказ №3175878. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 26.04.2023 - 26.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-700.00
26.04.2023,Услуги продвижения товаров,,26.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 26.04.2023 - 26.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.81
26.04.2023,Услуги продвижения товаров,,26.04.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 26.04.2023 - 26.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-114.86
26.04.2023,Услуги продвижения товаров,,26.04.2023,,,,"Заказ №3196775. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 26.04.2023 - 26.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-540.30
27.04.2023,Доставка покупателю,42416542-0057-3,26.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",677.00,-81.24,0.00,0.00,0.00,-37.24,0.00,0.00,0.00,0.00,-40.00,0.00,518.52
27.04.2023,Услуга размещения товаров на складе,,27.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.04.2023,Услуги продвижения товаров,,27.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 27.04.2023 - 27.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.74
27.04.2023,Услуги продвижения товаров,,27.04.2023,,,,"Заказ №3196775. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 27.04.2023 - 27.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.41
27.04.2023,Услуги продвижения товаров,,27.04.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 27.04.2023 - 27.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-329.38
27.04.2023,Услуги продвижения товаров,,27.04.2023,,,,"Заказ №3175878. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 27.04.2023 - 27.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-700.00
28.04.2023,Доставка покупателю,61863776-0035-19,26.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",677.00,-81.24,0.00,0.00,0.00,-37.24,0.00,0.00,0.00,0.00,-40.00,0.00,518.52
28.04.2023,Доставка покупателю,83934691-0011-9,25.04.2023,FBO,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",720.00,-86.40,0.00,0.00,0.00,-39.60,0.00,0.00,0.00,0.00,-40.00,0.00,554.00
28.04.2023,Оплата эквайринга,0123518809-0002,28.04.2023,,924089702,СЖС05042023,Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.27
28.04.2023,Оплата эквайринга,52592922-0001,28.04.2023,,"803944569, 924089702","НП26112022, СЖС05042023","Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали, Серьги с натуральным жемчугом бижутерия серебро женские парные сережки пусеты гвоздики",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.15
28.04.2023,Оплата эквайринга,78609811-0016,28.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.68
28.04.2023,Услуга размещения товаров на складе,,28.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.04.2023,Услуги продвижения товаров,,28.04.2023,,,,"Заказ №1864424. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 28.04.2023 - 28.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-169.65
28.04.2023,Услуги продвижения товаров,,28.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 28.04.2023 - 28.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.66
28.04.2023,Услуги продвижения товаров,,28.04.2023,,,,"Заказ №2524420. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Продвижение в поиске"" в период 28.04.2023 - 28.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-210.92
28.04.2023,Услуги продвижения товаров,,28.04.2023,,,,"Заказ №3175878. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 28.04.2023 - 28.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-552.10
28.04.2023,Услуги продвижения товаров,,28.04.2023,,,,"Заказ №3196946. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 28.04.2023 - 28.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.68
29.04.2023,Оплата эквайринга,51979954-0051,29.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.96
29.04.2023,Оплата эквайринга,42351366-0257,29.04.2023,,803944569,НП26112022,"Набор женских сережек ,крестики, лезвия, скелеты, молнии, скрепки, бижутерия из титановой стали",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.56
29.04.2023,Услуга размещения товаров на складе,,29.04.2023,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.04.2023,Услуги продвижения товаров,,29.04.2023,,,,"Заказ №3169751. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 29.04.2023 - 29.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-47.06
29.04.2023,Услуги продвижения товаров,,29.04.2023,,,,"Заказ №3175878. Техническая услуга в Интернете на сайте и/или в приложении www.ozon.ru для кампании в формате ""Трафареты"" в период 29.04.2023 - 29.04.2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-472.80
